go_id,codename,vendor_price,non_sellable
23512,Armor_M_Pants_A4_C10_6,2000,False
18292,Armor_M_Pants_A4_C10_1,2000,False
19336,Armor_M_Pants_A4_C10_2,2000,False
20380,Armor_M_Pants_A4_C10_3,2000,False
25541,Shield_F_Shirt_A7_C7_2,12000,False
26823,Shield_F_Shirt_A7_C7_3,12000,False
39667,MachineStoryTrophy11,10,True
24259,Shield_F_Shirt_A7_C7_1,12000,False
30669,Shield_F_Shirt_A7_C7_6,12000,False
39672,MachineStoryTrophy16,10,True
28105,Shield_F_Shirt_A7_C7_4,12000,False
29387,Shield_F_Shirt_A7_C7_5,12000,False
39675,MachineStoryTrophy19,10,True
47598,e50semiautopistol3tw009,1500000,False
26265,Shield_F_Coat_A11_C24_2,2800,False
27547,Shield_F_Coat_A11_C24_3,2800,False
24983,Shield_F_Coat_A11_C24_1,2800,False
28829,Shield_F_Coat_A11_C24_4,2800,False
44807,EMShirt_A7_C17_1,144500,False
15813,Armor_F_Shirt_A22_C2_4,6400,False
20127,Armor_M_Shirt_A10_C13_3,16400,False
19083,Armor_M_Shirt_A10_C13_2,16400,False
18039,Armor_M_Shirt_A10_C13_1,16400,False
23259,Armor_M_Shirt_A10_C13_6,16400,False
22215,Armor_M_Shirt_A10_C13_5,16400,False
21171,Armor_M_Shirt_A10_C13_4,16400,False
11329,Armor_F_Pants_A2_C12_1,6000,False
36682,Shield_M_Coat_A15_C31_5,12800,False
16746,Armor_F_Shirt_A8_C17_5,16000,False
36245,Shield_M_Coat_A5_C31_5,2800,False
35201,Shield_M_Coat_A5_C31_4,2800,False
37289,Shield_M_Coat_A5_C31_6,2800,False
32069,Shield_M_Coat_A5_C31_1,2800,False
10336,Armor_F_Shirt_A8_C17_6,16000,False
34157,Shield_M_Coat_A5_C31_3,2800,False
33113,Shield_M_Coat_A5_C31_2,2800,False
17095,Armor_F_Shirt_A22_C2_5,6400,False
37726,Shield_M_Coat_A15_C31_6,12800,False
32506,Shield_M_Coat_A15_C31_1,12800,False
42281,Enhanced_M_Shirt_A2_C14_2,200000,False
42553,Enhanced_M_Shirt_A2_C14_3,162000,False
11618,Armor_F_Shirt_A8_C17_1,16000,False
30482,Shield_F_Shirt_A8_C6_6,2000,False
36824,Shield_M_Coat_A20_C13_5,4400,False
41249,Enhanced_F_Shirt_A2_C22_2,162000,False
29200,Shield_F_Shirt_A8_C6_5,2000,False
25354,Shield_F_Shirt_A8_C6_2,2000,False
26636,Shield_F_Shirt_A8_C6_3,2000,False
24072,Shield_F_Shirt_A8_C6_1,2000,False
33550,Shield_M_Coat_A15_C31_2,12800,False
43780,EFCoat_A4_C25_1,480500,False
979,Mclothing_Glasses_A3_C1,5400,False
16987,Armor_F_Shirt_A18_C8_5,16000,False
15705,Armor_F_Shirt_A18_C8_4,16000,False
10577,Armor_F_Shirt_A18_C8_6,16000,False
40656,Enhanced_F_Pants_A5_C32_2,144500,False
34736,Shield_M_Coat_A20_C13_3,4400,False
14423,Armor_F_Shirt_A18_C8_3,16000,False
13141,Armor_F_Shirt_A18_C8_2,16000,False
33692,Shield_M_Coat_A20_C13_2,4400,False
46512,RPDocument_Love_Letter,10000,False
12424,Armor_F_Pants_A6_C3_1,6400,False
44137,EFShirt_A10_C31_1,924500,False
2147582976,UILag1Ability,10000,False
41541,Enhanced_M_Pants_A4_C3_2,144500,False
30256,Shield_F_Shoes_A1_C2_5,1600,False
28974,Shield_F_Shoes_A1_C2_4,1600,False
31538,Shield_F_Shoes_A1_C2_6,1600,False
25128,Shield_F_Shoes_A1_C2_1,1600,False
27692,Shield_F_Shoes_A1_C2_3,1600,False
26410,Shield_F_Shoes_A1_C2_2,1600,False
6909,KungFu2Grant,5000,False
17490,Armor_F_Pants_A3_C21_5,2000,False
11676,Armor_F_Shirt_A11_C30_1,16800,False
43779,EFCoat_A10_C6_1,480500,False
22254,Armor_M_Coat_A2_C20_5,12800,False
21210,Armor_M_Coat_A2_C20_4,12800,False
9420,Enhanced_F_Shoes_A1_C11,50000,False
23298,Armor_M_Coat_A2_C20_6,12800,False
18078,Armor_M_Coat_A2_C20_1,12800,False
9425,Enhanced_F_Shoes_A1_C16,50000,False
20166,Armor_M_Coat_A2_C20_3,12800,False
19122,Armor_M_Coat_A2_C20_2,12800,False
29418,Shield_F_Shirt_A8_C15_5,2000,False
14906,Armor_F_Pants_A2_C25_3,16000,False
41508,Enhanced_M_Pants_A4_C4_2,40500,False
37649,Shield_M_Coat_A13_C18_6,12800,False
37097,Shield_M_Shirt_A2_C24_6,6000,False
35009,Shield_M_Shirt_A2_C24_4,6000,False
36053,Shield_M_Shirt_A2_C24_5,6000,False
32921,Shield_M_Shirt_A2_C24_2,6000,False
33965,Shield_M_Shirt_A2_C24_3,6000,False
31877,Shield_M_Shirt_A2_C24_1,6000,False
11201,Armor_F_Shoes_A2_C16_6,50000,False
17611,Armor_F_Shoes_A2_C16_5,50000,False
16329,Armor_F_Shoes_A2_C16_4,50000,False
15047,Armor_F_Shoes_A2_C16_3,50000,False
13765,Armor_F_Shoes_A2_C16_2,50000,False
12483,Armor_F_Shoes_A2_C16_1,50000,False
11060,Armor_F_Pants_A2_C25_6,16000,False
17470,Armor_F_Pants_A2_C25_5,16000,False
46450,RPVirus_Energy_Drain,10000,False
12814,Armor_F_Shirt_A5_C8_2,16000,False
14096,Armor_F_Shirt_A5_C8_3,16000,False
11532,Armor_F_Shirt_A5_C8_1,16000,False
10250,Armor_F_Shirt_A5_C8_6,16000,False
15378,Armor_F_Shirt_A5_C8_4,16000,False
16660,Armor_F_Shirt_A5_C8_5,16000,False
19467,Armor_M_Pants_A3_C11_2,6000,False
20511,Armor_M_Pants_A3_C11_3,6000,False
18423,Armor_M_Pants_A3_C11_1,6000,False
23643,Armor_M_Pants_A3_C11_6,6000,False
21555,Armor_M_Pants_A3_C11_4,6000,False
22599,Armor_M_Pants_A3_C11_5,6000,False
14417,Armor_F_Shirt_A18_C2_3,16000,False
31009,Shield_F_Shirt_A20_C10_6,17200,False
13135,Armor_F_Shirt_A18_C2_2,16000,False
43282,EFGlasses_A5_C3_8,67600,False
43279,EFGlasses_A5_C3_5,67600,False
43254,EFGlasses_A5_C3_4,57600,False
43281,EFGlasses_A5_C3_7,67600,False
43280,EFGlasses_A5_C3_6,67600,False
43251,EFGlasses_A5_C3_1,57600,False
43253,EFGlasses_A5_C3_3,57600,False
43252,EFGlasses_A5_C3_2,57600,False
26147,Shield_F_Coat_A8_C2_2,2800,False
23760,Armor_M_Coat_A15_C21_6,12800,False
27429,Shield_F_Coat_A8_C2_3,2800,False
24053,Shield_F_Shirt_A5_C3_1,16000,False
25335,Shield_F_Shirt_A5_C3_2,16000,False
26617,Shield_F_Shirt_A5_C3_3,16000,False
29181,Shield_F_Shirt_A5_C3_5,16000,False
30463,Shield_F_Shirt_A5_C3_6,16000,False
11853,Armor_F_Shirt_A18_C2_1,16000,False
24865,Shield_F_Coat_A8_C2_1,2800,False
31275,Shield_F_Coat_A8_C2_6,2800,False
29993,Shield_F_Coat_A8_C2_5,2800,False
30341,Shield_F_Shoes_A7_C4_5,11600,False
29059,Shield_F_Shoes_A7_C4_4,11600,False
31623,Shield_F_Shoes_A7_C4_6,11600,False
25213,Shield_F_Shoes_A7_C4_1,11600,False
27777,Shield_F_Shoes_A7_C4_3,11600,False
26495,Shield_F_Shoes_A7_C4_2,11600,False
22965,Armor_M_Pants_A3_C7_6,6000,False
48150,FunctionData,2000000,False
32675,Shield_M_Shoes_A27_C7_1,15600,False
20423,Armor_M_Pants_A9_C12_3,6000,False
43267,EFShirt_A14_C31_1,57600,False
19379,Armor_M_Pants_A9_C12_2,6000,False
43446,EFCoat_A10_C7_1,180500,False
38142,GregoreFCoat,2000,True
41252,Enhanced_F_Shirt_A3_C7_2,162000,False
36136,Shield_M_Shirt_A8_C18_5,6000,False
23555,Armor_M_Pants_A9_C12_6,6000,False
22511,Armor_M_Pants_A9_C12_5,6000,False
11693,Armor_F_Shirt_A12_C15_1,13200,False
12975,Armor_F_Shirt_A12_C15_2,13200,False
14257,Armor_F_Shirt_A12_C15_3,13200,False
15539,Armor_F_Shirt_A12_C15_4,13200,False
16821,Armor_F_Shirt_A12_C15_5,13200,False
10411,Armor_F_Shirt_A12_C15_6,13200,False
46483,RPMap_Folder,10000,False
47712,e50submachinegun2dl009,1500000,False
47711,e50submachinegun2dl008,1500000,False
47706,e50submachinegun2dl003,1500000,False
47705,e50submachinegun2dl002,1500000,False
47704,e50submachinegun2dl001,1500000,False
47710,e50submachinegun2dl007,1500000,False
47709,e50submachinegun2dl006,1500000,False
47708,e50submachinegun2dl005,1500000,False
47707,e50submachinegun2dl004,1500000,False
47256,WinterFormalShoes_M_B,10000,False
46527,RPDevice_Perimeter,10000,False
16391,Armor_F_Shoes_A7_C10_4,50000,False
17673,Armor_F_Shoes_A7_C10_5,50000,False
11263,Armor_F_Shoes_A7_C10_6,50000,False
24339,Shield_F_Shirt_A11_C19_1,6800,False
30749,Shield_F_Shirt_A11_C19_6,6800,False
12545,Armor_F_Shoes_A7_C10_1,50000,False
13827,Armor_F_Shoes_A7_C10_2,50000,False
15109,Armor_F_Shoes_A7_C10_3,50000,False
10194,Armor_F_Shirt_A2_C26_6,12400,False
15322,Armor_F_Shirt_A2_C26_4,12400,False
16604,Armor_F_Shirt_A2_C26_5,12400,False
12758,Armor_F_Shirt_A2_C26_2,12400,False
14040,Armor_F_Shirt_A2_C26_3,12400,False
11476,Armor_F_Shirt_A2_C26_1,12400,False
31286,Shield_F_Coat_A8_C13_6,12800,False
30004,Shield_F_Coat_A8_C13_5,12800,False
28722,Shield_F_Coat_A8_C13_4,12800,False
27440,Shield_F_Coat_A8_C13_3,12800,False
26158,Shield_F_Coat_A8_C13_2,12800,False
24876,Shield_F_Coat_A8_C13_1,12800,False
2147802112,LogicBlast4Ability,200000,False
20305,Armor_M_Coat_A10_C16_3,6800,False
22079,Armor_M_Shirt_A1_C30_5,12000,False
26456,Shield_F_Shoes_A8_C2_2,5600,False
27738,Shield_F_Shoes_A8_C2_3,5600,False
25174,Shield_F_Shoes_A8_C2_1,5600,False
2148610048,HyperDeflectAbility,10000,False
29020,Shield_F_Shoes_A8_C2_4,5600,False
30302,Shield_F_Shoes_A8_C2_5,5600,False
24151,Shield_F_Shirt_A2_C27_1,12400,False
47502,e50revolver1tw008,1500000,False
47503,e50revolver1tw009,1500000,False
47498,e50revolver1tw004,1500000,False
47499,e50revolver1tw005,1500000,False
47500,e50revolver1tw006,1500000,False
47501,e50revolver1tw007,1500000,False
47495,e50revolver1tw001,1500000,False
47496,e50revolver1tw002,1500000,False
47497,e50revolver1tw003,1500000,False
15490,Armor_F_Shirt_A10_C22_4,16000,False
21035,Armor_M_Shirt_A1_C30_4,12000,False
35502,Shield_M_Pants_A2_C26_4,6000,False
42235,Enhanced_M_Shirt_A1_C15_2,98000,False
42507,Enhanced_M_Shirt_A1_C15_3,50000,False
21155,Armor_M_Shirt_A9_C13_4,6000,False
22199,Armor_M_Shirt_A9_C13_5,6000,False
23243,Armor_M_Shirt_A9_C13_6,6000,False
18023,Armor_M_Shirt_A9_C13_1,6000,False
19067,Armor_M_Shirt_A9_C13_2,6000,False
20111,Armor_M_Shirt_A9_C13_3,6000,False
44229,EFCoat_A2_C17_1,1104500,False
11644,Armor_F_Shirt_A10_C22_1,16000,False
35504,Shield_M_Pants_A2_C28_4,6000,False
36548,Shield_M_Pants_A2_C28_5,6000,False
37592,Shield_M_Pants_A2_C28_6,6000,False
14208,Armor_F_Shirt_A10_C22_3,16000,False
32372,Shield_M_Pants_A2_C28_1,6000,False
33416,Shield_M_Pants_A2_C28_2,6000,False
34460,Shield_M_Pants_A2_C28_3,6000,False
29689,Shield_F_Shirt_A19_C4_5,12000,False
28407,Shield_F_Shirt_A19_C4_4,12000,False
30971,Shield_F_Shirt_A19_C4_6,12000,False
24561,Shield_F_Shirt_A19_C4_1,12000,False
27125,Shield_F_Shirt_A19_C4_3,12000,False
25843,Shield_F_Shirt_A19_C4_2,12000,False
47745,KunoShuriken99,3600000,False
47744,KunoShuriken98,3500000,False
28071,Shield_F_Shirt_A5_C27_4,12000,False
47737,KunoShuriken91,2800000,False
47736,KunoShuriken90,2700000,False
47739,KunoShuriken93,3000000,False
47738,KunoShuriken92,2900000,False
47741,KunoShuriken95,3200000,False
47740,KunoShuriken94,3100000,False
47743,KunoShuriken97,3400000,False
47742,KunoShuriken96,3300000,False
24225,Shield_F_Shirt_A5_C27_1,12000,False
11005,Armor_F_Coat_A11_C2_6,6800,False
16133,Armor_F_Coat_A11_C2_4,6800,False
17415,Armor_F_Coat_A11_C2_5,6800,False
13569,Armor_F_Coat_A11_C2_2,6800,False
14851,Armor_F_Coat_A11_C2_3,6800,False
12287,Armor_F_Coat_A11_C2_1,6800,False
37345,Shield_M_Coat_A8_C32_6,6800,False
36301,Shield_M_Coat_A8_C32_5,6800,False
35257,Shield_M_Coat_A8_C32_4,6800,False
34213,Shield_M_Coat_A8_C32_3,6800,False
33169,Shield_M_Coat_A8_C32_2,6800,False
32125,Shield_M_Coat_A8_C32_1,6800,False
40431,Event2_0MachineReward1M,1,True
40686,Enhanced_F_Pants_A1_C32_2,144500,False
43372,EFHat_A10_C1_10,128000,False
43399,EFHat_A10_C1_13,144500,False
43374,EFHat_A10_C1_12,128000,False
43401,EFHat_A10_C1_15,144500,False
43400,EFHat_A10_C1_14,144500,False
19163,Armor_M_Coat_A7_C13_2,12800,False
20207,Armor_M_Coat_A7_C13_3,12800,False
18119,Armor_M_Coat_A7_C13_1,12800,False
23339,Armor_M_Coat_A7_C13_6,12800,False
21251,Armor_M_Coat_A7_C13_4,12800,False
22295,Armor_M_Coat_A7_C13_5,12800,False
29299,Shield_F_Shirt_A3_C23_5,3200,False
28017,Shield_F_Shirt_A3_C23_4,3200,False
24770,Shield_F_Coat_A4_C31_1,6800,False
30581,Shield_F_Shirt_A3_C23_6,3200,False
24171,Shield_F_Shirt_A3_C23_1,3200,False
31180,Shield_F_Coat_A4_C31_6,6800,False
26735,Shield_F_Shirt_A3_C23_3,3200,False
25453,Shield_F_Shirt_A3_C23_2,3200,False
27382,Shield_F_Coat_A6_C19_3,6800,False
26100,Shield_F_Coat_A6_C19_2,6800,False
24818,Shield_F_Coat_A6_C19_1,6800,False
31228,Shield_F_Coat_A6_C19_6,6800,False
29946,Shield_F_Coat_A6_C19_5,6800,False
28664,Shield_F_Coat_A6_C19_4,6800,False
22960,Armor_M_Pants_A3_C2_6,6000,False
21916,Armor_M_Pants_A3_C2_5,6000,False
20872,Armor_M_Pants_A3_C2_4,6000,False
19828,Armor_M_Pants_A3_C2_3,6000,False
18784,Armor_M_Pants_A3_C2_2,6000,False
17740,Armor_M_Pants_A3_C2_1,6000,False
9942,CarKey,24000,False
45509,EMShirt_A4_C29_1,882000,False
23741,Armor_M_Coat_A15_C2_6,12800,False
2148086784,ProxyTechnicianAbility,450000,False
41078,Enhanced_F_Coat_A7_C22_2,72000,False
5693,Fclothing_Pants_A3_C19,1000,False
5692,Fclothing_Pants_A3_C18,1000,False
5687,Fclothing_Pants_A3_C13,6000,False
5686,Fclothing_Pants_A3_C12,6000,False
5685,Fclothing_Pants_A3_C11,6000,False
5684,Fclothing_Pants_A3_C10,6000,False
5691,Fclothing_Pants_A3_C17,1000,False
5690,Fclothing_Pants_A3_C16,6000,False
5689,Fclothing_Pants_A3_C15,6000,False
5688,Fclothing_Pants_A3_C14,6000,False
40923,Enhanced_F_Coat_A5_C3_2,72000,False
43896,EFGlasses_A1_C8_6,612500,False
40662,Enhanced_F_Pants_A3_C5_2,32000,False
13167,Armor_F_Shirt_A19_C2_2,12000,False
1259,Mclothing_Shoes_A2_C1,2800,False
23559,Armor_M_Pants_A9_C16_6,6000,False
22515,Armor_M_Pants_A9_C16_5,6000,False
14449,Armor_F_Shirt_A19_C2_3,12000,False
20427,Armor_M_Pants_A9_C16_3,6000,False
19383,Armor_M_Pants_A9_C16_2,6000,False
18339,Armor_M_Pants_A9_C16_1,6000,False
18964,Armor_M_Shirt_A2_C23_2,6000,False
20008,Armor_M_Shirt_A2_C23_3,6000,False
17920,Armor_M_Shirt_A2_C23_1,6000,False
23140,Armor_M_Shirt_A2_C23_6,6000,False
21052,Armor_M_Shirt_A2_C23_4,6000,False
22096,Armor_M_Shirt_A2_C23_5,6000,False
35394,Shield_M_Pants_A5_C16_4,12000,False
36438,Shield_M_Pants_A5_C16_5,12000,False
37482,Shield_M_Pants_A5_C16_6,12000,False
26426,Shield_F_Shoes_A2_C3_2,11600,False
30272,Shield_F_Shoes_A2_C3_5,11600,False
32262,Shield_M_Pants_A5_C16_1,12000,False
33306,Shield_M_Pants_A5_C16_2,12000,False
34350,Shield_M_Pants_A5_C16_3,12000,False
43867,EFGlasses_A1_C8_1,578000,False
37267,Shield_M_Coat_A5_C9_6,2800,False
36223,Shield_M_Coat_A5_C9_5,2800,False
35179,Shield_M_Coat_A5_C9_4,2800,False
34135,Shield_M_Coat_A5_C9_3,2800,False
33091,Shield_M_Coat_A5_C9_2,2800,False
32047,Shield_M_Coat_A5_C9_1,2800,False
32549,Shield_M_Coat_A17_C10_1,6800,False
33593,Shield_M_Coat_A17_C10_2,6800,False
34637,Shield_M_Coat_A17_C10_3,6800,False
35681,Shield_M_Coat_A17_C10_4,6800,False
36725,Shield_M_Coat_A17_C10_5,6800,False
37769,Shield_M_Coat_A17_C10_6,6800,False
45056,EMPants_A2_C31_1,338000,False
10970,Armor_F_Coat_A9_C31_6,6800,False
17380,Armor_F_Coat_A9_C31_5,6800,False
16098,Armor_F_Coat_A9_C31_4,6800,False
14816,Armor_F_Coat_A9_C31_3,6800,False
13534,Armor_F_Coat_A9_C31_2,6800,False
12252,Armor_F_Coat_A9_C31_1,6800,False
30094,Shield_F_Coat_A11_C7_5,6800,False
14659,Armor_F_Coat_A4_C30_3,6800,False
13377,Armor_F_Coat_A4_C30_2,6800,False
12095,Armor_F_Coat_A4_C30_1,6800,False
10813,Armor_F_Coat_A4_C30_6,6800,False
17223,Armor_F_Coat_A4_C30_5,6800,False
15941,Armor_F_Coat_A4_C30_4,6800,False
19675,Armor_M_Coat_A18_C16_2,4400,False
20719,Armor_M_Coat_A18_C16_3,4400,False
18631,Armor_M_Coat_A18_C16_1,4400,False
40589,Enhanced_F_Pants_A3_C2_2,32000,False
21763,Armor_M_Coat_A18_C16_4,4400,False
22807,Armor_M_Coat_A18_C16_5,4400,False
32200,Shield_M_Coat_A12_C3_1,6800,False
33244,Shield_M_Coat_A12_C3_2,6800,False
34288,Shield_M_Coat_A12_C3_3,6800,False
35332,Shield_M_Coat_A12_C3_4,6800,False
36376,Shield_M_Coat_A12_C3_5,6800,False
37420,Shield_M_Coat_A12_C3_6,6800,False
15408,Armor_F_Shirt_A6_C11_4,16000,False
16690,Armor_F_Shirt_A6_C11_5,16000,False
10280,Armor_F_Shirt_A6_C11_6,16000,False
11562,Armor_F_Shirt_A6_C11_1,16000,False
12844,Armor_F_Shirt_A6_C11_2,16000,False
14126,Armor_F_Shirt_A6_C11_3,16000,False
30785,Shield_F_Shirt_A12_C23_6,13200,False
28221,Shield_F_Shirt_A12_C23_4,13200,False
29503,Shield_F_Shirt_A12_C23_5,13200,False
25657,Shield_F_Shirt_A12_C23_2,13200,False
26939,Shield_F_Shirt_A12_C23_3,13200,False
24375,Shield_F_Shirt_A12_C23_1,13200,False
2148087808,StaticBlast2Ability,200000,False
10698,Armor_F_Coat_A1_C7_6,2800,False
41146,Enhanced_F_Shirt_A5_C4_2,162000,False
2147593216,FlashBombAbility,40000,False
18455,Armor_M_Coat_A6_C8_1,6800,False
19499,Armor_M_Coat_A6_C8_2,6800,False
20543,Armor_M_Coat_A6_C8_3,6800,False
21587,Armor_M_Coat_A6_C8_4,6800,False
22631,Armor_M_Coat_A6_C8_5,6800,False
23675,Armor_M_Coat_A6_C8_6,6800,False
22514,Armor_M_Pants_A9_C15_5,6000,False
26128,Shield_F_Coat_A7_C15_2,16800,False
27410,Shield_F_Coat_A7_C15_3,16800,False
24846,Shield_F_Coat_A7_C15_1,16800,False
31256,Shield_F_Coat_A7_C15_6,16800,False
28692,Shield_F_Coat_A7_C15_4,16800,False
29974,Shield_F_Coat_A7_C15_5,16800,False
22537,Armor_M_Shirt_A7_C22_5,2000,False
34692,Shield_M_Coat_A19_C1_3,4400,False
33648,Shield_M_Coat_A19_C1_2,4400,False
32604,Shield_M_Coat_A19_C1_1,4400,False
37824,Shield_M_Coat_A19_C1_6,4400,False
36780,Shield_M_Coat_A19_C1_5,4400,False
35736,Shield_M_Coat_A19_C1_4,4400,False
16915,Armor_F_Shirt_A15_C13_5,12800,False
15633,Armor_F_Shirt_A15_C13_4,12800,False
10505,Armor_F_Shirt_A15_C13_6,12800,False
11787,Armor_F_Shirt_A15_C13_1,12800,False
14351,Armor_F_Shirt_A15_C13_3,12800,False
13069,Armor_F_Shirt_A15_C13_2,12800,False
41550,Enhanced_M_Pants_A7_C2_2,40500,False
41343,Enhanced_F_Shirt_A19_C14_2,50000,False
32082,Shield_M_Coat_A7_C20_1,2800,False
40042,Armor_M_Coat_A22_C1_4,6800,False
34170,Shield_M_Coat_A7_C20_3,2800,False
33126,Shield_M_Coat_A7_C20_2,2800,False
36258,Shield_M_Coat_A7_C20_5,2800,False
35214,Shield_M_Coat_A7_C20_4,2800,False
37302,Shield_M_Coat_A7_C20_6,2800,False
17255,Armor_F_Coat_A5_C32_5,16800,False
10845,Armor_F_Coat_A5_C32_6,16800,False
28669,Shield_F_Coat_A6_C24_4,16800,False
27387,Shield_F_Coat_A6_C24_3,16800,False
12127,Armor_F_Coat_A5_C32_1,16800,False
13409,Armor_F_Coat_A5_C32_2,16800,False
14691,Armor_F_Coat_A5_C32_3,16800,False
40380,Mclothing_Coat_A24_C1,10,True
39673,MachineStoryTrophy17,10,True
39946,Armor_M_Coat_A22_C1_1,6800,False
39978,Armor_M_Coat_A22_C1_2,6800,False
32772,Shield_M_Pants_A8_C1_2,2000,False
40010,Armor_M_Coat_A22_C1_3,6800,False
44499,EMShirt_A1_C24_1,14400,False
46476,RPPet_Carrier,10000,False
22253,Armor_M_Coat_A2_C19_5,6800,False
21209,Armor_M_Coat_A2_C19_4,6800,False
23297,Armor_M_Coat_A2_C19_6,6800,False
18077,Armor_M_Coat_A2_C19_1,6800,False
20165,Armor_M_Coat_A2_C19_3,6800,False
19121,Armor_M_Coat_A2_C19_2,6800,False
46920,RSIMHairColor017,70000,False
46921,RSIMHairColor016,70000,False
46922,RSIMHairColor015,70000,False
46923,RSIMHairColor014,70000,False
46924,RSIMHairColor013,70000,False
46925,RSIMHairColor012,70000,False
46916,RSIMHairColor011,70000,False
46908,RSIMHairColor010,20000,False
46918,RSIMHairColor019,70000,False
46919,RSIMHairColor018,70000,False
24217,Shield_F_Shirt_A5_C19_1,16000,False
25499,Shield_F_Shirt_A5_C19_2,16000,False
26781,Shield_F_Shirt_A5_C19_3,16000,False
28063,Shield_F_Shirt_A5_C19_4,16000,False
29345,Shield_F_Shirt_A5_C19_5,16000,False
30627,Shield_F_Shirt_A5_C19_6,16000,False
2147752960,KarateMasterAbility,450000,False
44608,EMPants_A4_C8_1,40000,False
43019,WinterPartyHat_F_G,1,True
2148014080,ToolMakerAbility,112500,False
43013,WinterPartyHat_F_B,1,True
38126,ClarkeMHat,100,True
31393,Shield_F_Coat_A11_C24_6,2800,False
43020,WinterPartyHat_F_S,1,True
17323,Armor_F_Coat_A8_C6_5,6800,False
16041,Armor_F_Coat_A8_C6_4,6800,False
10913,Armor_F_Coat_A8_C6_6,6800,False
12195,Armor_F_Coat_A8_C6_1,6800,False
14759,Armor_F_Coat_A8_C6_3,6800,False
13477,Armor_F_Coat_A8_C6_2,6800,False
30869,Shield_F_Shirt_A15_C11_6,12800,False
28305,Shield_F_Shirt_A15_C11_4,12800,False
29587,Shield_F_Shirt_A15_C11_5,12800,False
25741,Shield_F_Shirt_A15_C11_2,12800,False
27023,Shield_F_Shirt_A15_C11_3,12800,False
24459,Shield_F_Shirt_A15_C11_1,12800,False
45918,Mclothing_Hat_Baseball_C2,1200,False
32946,Shield_M_Shirt_A4_C17_2,6000,False
33990,Shield_M_Shirt_A4_C17_3,6000,False
31902,Shield_M_Shirt_A4_C17_1,6000,False
37122,Shield_M_Shirt_A4_C17_6,6000,False
35034,Shield_M_Shirt_A4_C17_4,6000,False
36078,Shield_M_Shirt_A4_C17_5,6000,False
46341,MissionArchiveTicketZion1_2_2,50000,True
